Observation id,Observation date,Description,Media file,Total length,FPS,Location,Environment,Number of crows,Baited,Sentinel present,Code,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,266.451,267.700,1.249,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,266.451,267.700,1.249,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,266.451,267.700,1.249,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,266.451,267.700,1.249,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Down,Vigilance,,STATE,266.652,268.150,1.498,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,266.891,266.891,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Head Down,Vigilance,,STATE,266.894,271.195,4.301,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,267.094,267.333,0.239,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,267.117,267.117,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Peck at Food/Bait,Foraging,,POINT,267.140,267.140,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,267.151,267.151,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Moving,Vigilance,Flying,STATE,267.151,267.401,0.250,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,267.334,268.596,1.262,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Head Up,Vigilance,,STATE,267.336,268.084,0.748,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Up,Vigilance,,STATE,267.396,269.156,1.760,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Peck at Food/Bait,Foraging,,POINT,267.642,267.642,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,267.654,267.654,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Peck at Food/Bait,Foraging,,POINT,267.656,267.656,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,267.840,267.840,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,267.870,267.870,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Moving,Vigilance,Walking,STATE,268.085,270.628,2.543,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Moving,Vigilance,Walking,STATE,268.134,270.143,2.009,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Up,Vigilance,,STATE,268.151,269.394,1.243,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,268.153,268.153,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,268.334,268.334,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,268.597,268.835,0.238,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,268.612,272.609,3.997,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,268.654,268.654,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,268.836,269.595,0.759,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Up,Vigilance,,STATE,268.891,269.140,0.249,,
033 - NF Subways PLot - 2 crows - Baited,2022-08-02 08:32:00,,H:/Crow videos/NOT CODED vids/033.MOV,1200.050,59.94,"43.114516, -79.113412",Community Commercial,2,yes,yes,033,Individual 1,Head Down,Vigilance,,STATE,268.893,270.649,1.756,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,269.094,269.094,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Down,Vigilance,,STATE,269.141,269.889,0.748,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Peck at Food/Bait,Foraging,,POINT,269.142,269.142,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Moving,Vigilance,Walking,STATE,269.157,269.895,0.738,,
033 - NF Subways PLot - 2 crows - Baited,2022-08-02 08:32:00,,H:/Crow videos/NOT CODED vids/033.MOV,1200.050,59.94,"43.114516, -79.113412",Community Commercial,2,yes,yes,033,Individual 1,Peck at Food/Bait,Foraging,,POINT,269.391,269.391,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,269.393,269.393,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Down,Vigilance,,STATE,269.395,270.651,1.256,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Down,Vigilance,,STATE,269.449,269.949,0.500,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,269.596,270.335,0.739,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Peck at Food/Bait,Foraging,,POINT,269.653,269.653,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,269.654,269.654,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Up,Vigilance,,STATE,269.890,270.649,0.759,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Up,Vigilance,,STATE,269.896,270.657,0.761,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Peck at Food/Bait,Foraging,,POINT,270.140,270.140,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,270.144,270.144,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Down,Vigilance,,STATE,270.144,272.133,1.989,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,270.336,272.335,1.999,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Peck at Food/Bait,Foraging,,POINT,270.394,270.394,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,270.450,334.212,63.762,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,270.450,334.212,63.762,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,270.450,334.212,63.762,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Away from Bait,,,STATE,270.450,334.212,63.762,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Down,Vigilance,,STATE,270.451,271.951,1.500,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,270.596,270.596,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Head Down,Vigilance,,STATE,270.629,271.334,0.705,,
033 - NF Subways PLot - 2 crows - Baited,2022-08-02 08:32:00,,H:/Crow videos/NOT CODED vids/033.MOV,1200.050,59.94,"43.114516, -79.113412",Community Commercial,2,yes,yes,033,Individual 1,Head Up,Vigilance,,STATE,270.650,272.393,1.743,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Down,Vigilance,,STATE,270.650,272.653,2.003,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,No focal subject,Sentinel Absent,Sentinel Behavior,,STATE,270.651,616.045,345.394,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Up,Vigilance,,STATE,270.652,270.896,0.244,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Down,Vigilance,,STATE,270.658,271.655,0.997,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 4,Moving,Vigilance,Walking,STATE,270.660,272.158,1.498,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Peck at Food/Bait,Foraging,,POINT,270.835,270.835,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Down,Vigilance,,STATE,270.897,271.138,0.241,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,270.898,270.898,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Peck at Food/Bait,Foraging,,POINT,270.899,270.899,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,271.134,271.134,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Up,Vigilance,,STATE,271.139,272.657,1.518,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Head Up,Vigilance,,STATE,271.196,271.641,0.445,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Head Up,Vigilance,,STATE,271.335,272.083,0.748,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,271.393,271.393,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Peck at Food/Bait,Foraging,,POINT,271.408,271.408,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,271.453,271.453,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,271.593,271.593,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Head Down,Vigilance,,STATE,271.642,272.642,1.000,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Up,Vigilance,,STATE,271.656,272.176,0.520,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,271.837,271.837,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Up,Vigilance,,STATE,271.952,272.450,0.498,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Head Down,Vigilance,,STATE,272.084,272.583,0.499,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Up,Vigilance,,STATE,272.134,272.633,0.499,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Peck at Food/Bait,Foraging,,POINT,272.143,272.143,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,272.154,272.154,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 4,Head Up,Vigilance,,STATE,272.159,272.916,0.757,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Down,Vigilance,,STATE,272.177,273.653,1.476,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Peck at Food/Bait,Foraging,,POINT,272.335,272.335,NA,,
